"TIPO_EVENTO","DEPARTAMENTO","CODIGO_DANE_DEPARTAMENTO","MUNICIPIO","CODIGO_DANE_MUNICIPIO","AÑO","MES","EVENTO","TIPO_LUGAR","TIPO_AREA","LATITUD_CABECERA","LONGITUD_CABECERA","SITIO","UBICACION"
"Accidente por MAP","NARIÑO","52","LA LLANADA","52,385","2,010","3","Accidente","Sin informacion","Rural","1.472995","-77.580358","Sin información","POINT (-77.580358 1.472995)"
"Accidente por MAP","META","50","VISTAHERMOSA","50,711","2,007","1","Accidente","Sin informacion","Rural","3.125088","-73.752373","Sin información","POINT (-73.752373 3.125088)"
"Accidente por MAP","NARIÑO","52","POLICARPA","52,540","2,006","6","Accidente","Sin informacion","Rural","1.628192","-77.459098","Sin información","POINT (-77.459098 1.628192)"
"Accidente por MAP","NARIÑO","52","POLICARPA","52,540","2,010","12","Accidente","Sin informacion","Rural","1.628192","-77.459098","Sin información","POINT (-77.459098 1.628192)"
"Accidente por MAP","NARIÑO","52","POLICARPA","52,540","2,007","7","Accidente","Sin informacion","Rural","1.628192","-77.459098","Sin información","POINT (-77.459098 1.628192)"
"Accidente por MAP","CAUCA","19","EL TAMBO","19,256","2,006","11","Accidente","Sin informacion","Rural","2.451476","-76.810904","El Km-75","POINT (-76.810904 2.451476)"
"Accidente por MAP","ARAUCA","81","ARAUQUITA","81,065","2,007","7","Accidente","Sin informacion","Rural","7.023186","-71.384978","Las Galaxias","POINT (-71.384978 7.023186)"
"Accidente por MAP","ANTIOQUIA","5","VALDIVIA","5,854","2,008","2","Accidente","Sin informacion","Rural","7.165222","-75.438081","Vereda Chorrillos","POINT (-75.438081 7.165222)"
"Accidente por MAP","PUTUMAYO","86","ORITO","86,320","2,011","2","Accidente","Sin informacion","Rural","0.664866","-76.869171","Sin información","POINT (-76.869171 0.664866)"
"Accidente por MAP","NARIÑO","52","RICAURTE","52,612","2,011","5","Accidente","Oleoductos","Rural","1.23138888889","-78.08805555556","Sin información","POINT (-78.08805555555556 1.2313888888888889)"
"Accidente por MAP","ANTIOQUIA","5","TARAZÁ","5,790","2,011","3","Accidente","Sin informacion","Rural","7.582546","-75.400212","Taraza","POINT (-75.400212 7.582546)"
"Accidente por MAP","ANTIOQUIA","5","SAN CARLOS","5,649","2,002","7","Accidente","Sin informacion","Rural","6.140833","-74.988333","Sin información","POINT (-74.988333 6.140833)"
"Incautaciones","SANTANDER","68","SABANA DE TORRES","68,655","1,992","12","Incidente","Sin informacion","Rural","7.397197","-73.496496","Sin información","POINT (-73.496496 7.397197)"
"Accidente por MAP","ANTIOQUIA","5","SAN CARLOS","5,649","2,004","9","Accidente","Sin informacion","Rural","6.187566","-74.993636","Sin información","POINT (-74.993636 6.187566)"
"Accidente por MAP","ANTIOQUIA","5","SAN CARLOS","5,649","2,004","9","Accidente","Sin informacion","Rural","6.138611","-74.952778","Cerro Lindo","POINT (-74.952778 6.138611)"
"Accidente por MAP","ANTIOQUIA","5","SAN CARLOS","5,649","2,005","5","Accidente","Sin informacion","Rural","6.199324","-74.958179","Sin información","POINT (-74.958179 6.199324)"
"Accidente por MAP","ANTIOQUIA","5","SAN CARLOS","5,649","2,005","6","Accidente","Sin informacion","Rural","6.200591","-74.958925","Vereda Sardinata","POINT (-74.958925 6.200591)"
"Sospecha de campo minado","ANTIOQUIA","5","GRANADA","5,313","2,010","6","Incidente","Viviendas abandonadas","Rural","6.159722","-75.158056","El Concilio","POINT (-75.158056 6.159722)"
"Desminado militar en operaciones","META","50","MESETAS","50,330","2,010","12","Incidente","Sin informacion","Rural","3.234722","-74.152778","Yarumales","POINT (-74.152778 3.234722)"
"Desminado militar en operaciones","TOLIMA","73","PLANADAS","73,555","2,010","12","Incidente","Sin informacion","Rural","3.016944","-75.841667","La Vereda Los Guayabos","POINT (-75.841667 3.016944)"
"Desminado militar en operaciones","TOLIMA","73","PLANADAS","73,555","2,011","10","Incidente","Sin informacion","Rural","2.989444","-75.789444","Vered La Hacienda","POINT (-75.789444 2.989444)"
"Desminado militar en operaciones","BOLIVAR","13","RÍOVIEJO","13,600","2,011","10","Incidente","Sin informacion","Rural","8.459167","-74.109","Vereda Mina Brisa","POINT (-74.109 8.459167)"
"Desminado militar en operaciones","META","50","URIBE","50,370","2,011","10","Incidente","Sin informacion","Rural","3.005556","-74.389444","Vereda Candilejas","POINT (-74.389444 3.005556)"
"Desminado militar en operaciones","ANTIOQUIA","5","YARUMAL","5,887","2,011","10","Incidente","Sin informacion","Rural","7.069167","-75.379167","La Banca Cedeño","POINT (-75.379167 7.069167)"
"Desminado militar en operaciones","TOLIMA","73","PLANADAS","73,555","2,011","10","Incidente","Sin informacion","Rural","3.008333","-75.849444","Vereda Lejanias","POINT (-75.849444 3.008333)"
"Desminado militar en operaciones","CAQUETA","18","CARTAGENA DEL CHAIRÁ","18,150","2,011","9","Incidente","Sin informacion","Rural","0.601667","-73.722778","Desembocadura Rio Camuya","POINT (-73.722778 0.601667)"
"Desminado militar en operaciones","ANTIOQUIA","5","ANORÍ","5,040","2,011","9","Incidente","Sin informacion","Rural","7.069167","-75.205556","El Chagualo","POINT (-75.205556 7.069167)"
"Desminado militar en operaciones","TOLIMA","73","PLANADAS","73,555","2,011","8","Incidente","Sin informacion","Rural","2.988333","-75.875","Vereda Marquetalia","POINT (-75.875 2.988333)"
"Desminado militar en operaciones","HUILA","41","TELLO","41,799","2,011","8","Incidente","Sin informacion","Rural","2.991111","-74.945278","Vereda La Urraca","POINT (-74.945278 2.991111)"
"Desminado militar en operaciones","ARAUCA","81","TAME","81,794","2,011","8","Incidente","Sin informacion","Rural","6.675833","-71.848889","Naranjito","POINT (-71.848889 6.675833)"
"Desminado militar en operaciones","CORDOBA","23","PUERTO LIBERTADOR","23,580","2,011","8","Incidente","Sin informacion","Rural","7.416944","-75.950278","Vereda El Alto","POINT (-75.950278 7.416944)"
"Desminado militar en operaciones","META","50","MESETAS","50,330","2,011","8","Incidente","Sin informacion","Rural","3.275","-74.191111","Area General Vereda El Piñal","POINT (-74.191111 3.275)"
"Desminado militar en operaciones","VALLE DEL CAUCA","76","FLORIDA","76,275","2,011","7","Incidente","Sin informacion","Rural","3.261667","-76.092778","Cuchilla Peñas Blancas","POINT (-76.092778 3.261667)"
"Desminado militar en operaciones","META","50","MESETAS","50,330","2,011","7","Incidente","Sin informacion","Rural","3.3275","-74.051111","Alto Elcafre","POINT (-74.051111 3.3275)"
"Desminado militar en operaciones","TOLIMA","73","DOLORES","73,236","2,011","7","Incidente","Sin informacion","Rural","3.702222","-74.736667","Vereda Palmalosa","POINT (-74.736667 3.702222)"
"Desminado militar en operaciones","HUILA","41","BARAYA","41,078","2,011","10","Incidente","Sin informacion","Rural","3.092778","-74.921389","Vereda Laureles","POINT (-74.921389 3.092778)"
"Desminado militar en operaciones","CAQUETA","18","CURILLO","18,205","2,011","9","Incidente","Sin informacion","Rural","1.123611","-76.135833","Vereda Palmeiras","POINT (-76.135833 1.123611)"
"Desminado militar en operaciones","CAQUETA","18","SAN VICENTE DEL CAGUÁN","18,753","2,011","9","Incidente","Sin informacion","Rural","1.437778","-74.665","Vereda Tokio","POINT (-74.665 1.437778)"
"Desminado militar en operaciones","HUILA","41","TELLO","41,799","2,011","8","Incidente","Sin informacion","Rural","3.126389","-75.221389","Vereda Naranjales","POINT (-75.221389 3.126389)"
"Desminado militar en operaciones","CAQUETA","18","PUERTO RICO","18,592","2,011","7","Incidente","Sin informacion","Rural","2.028333","-75.123889","Vereda Baja Rivera","POINT (-75.123889 2.028333)"
"Desminado militar en operaciones","PUTUMAYO","86","VILLAGARZÓN","86,885","2,010","8","Incidente","Sin informacion","Rural","1.045556","-76.626389","La Vereda Las Toldas","POINT (-76.626389 1.045556)"
"Sospecha de campo minado","CAUCA","19","BUENOS AIRES","19,110","1,993","1","Incidente","Sin informacion","Rural","3.00963","-76.644972","Sin información","POINT (-76.644972 3.00963)"
"Desminado militar en operaciones","BOLIVAR","13","SAN PABLO","13,670","2,010","8","Incidente","Sin informacion","Rural","7.450833","-74.021667","El Sector Alto Sicue","POINT (-74.021667 7.450833)"
"Desminado militar en operaciones","TOLIMA","73","DOLORES","73,236","2,010","7","Incidente","Sin informacion","Rural","3.691667","-74.666944","La Vereda La Chica","POINT (-74.666944 3.691667)"
"Desminado militar en operaciones","ANTIOQUIA","5","ITUANGO","5,361","2,010","9","Incidente","Sin informacion","Rural","7.31","-75.576667","Alto Mico","POINT (-75.576667 7.31)"
"Desminado militar en operaciones","CAQUETA","18","PUERTO RICO","18,592","2,010","10","Incidente","Sin informacion","Rural","1.929722","-75.108889","La Chila","POINT (-75.108889 1.929722)"
"Desminado militar en operaciones","CAQUETA","18","SAN VICENTE DEL CAGUÁN","18,753","2,010","8","Incidente","Sin informacion","Rural","2.561944","-74.710278","Honduras","POINT (-74.710278 2.561944)"
"Desminado militar en operaciones","CAQUETA","18","SAN VICENTE DEL CAGUÁN","18,753","2,010","8","Incidente","Sin informacion","Rural","2.583611","-74.711111","La Hondura","POINT (-74.711111 2.583611)"
"Desminado militar en operaciones","BOLIVAR","13","MONTECRISTO","13,458","2,010","9","Incidente","Sin informacion","Rural","8.112778","-74.370833","La Vereda Tierra Nueva","POINT (-74.370833 8.112778)"
"Desminado militar en operaciones","NORTE DE SANTANDER","54","TIBÚ","54,810","2,010","9","Incidente","Sin informacion","Rural","8.483889","-72.715833","En Planadas","POINT (-72.715833 8.483889)"
"Desminado militar en operaciones","NARIÑO","52","RICAURTE","52,612","2,010","10","Incidente","Sin informacion","Rural","1.209444","-77.995278","San Pablo","POINT (-77.995278 1.209444)"
"Desminado militar en operaciones","META","50","PUERTO RICO","50,590","2,010","7","Incidente","Sin informacion","Rural","2.896111","-73.383889","La Vereda Bajo Fundadores","POINT (-73.383889 2.896111)"
"Desminado militar en operaciones","CORDOBA","23","PUERTO LIBERTADOR","23,580","2,010","10","Incidente","Sin informacion","Rural","7.451667","-75.873889","La Caturrona","POINT (-75.873889 7.451667)"
"Desminado militar en operaciones","CORDOBA","23","PUERTO LIBERTADOR","23,580","2,010","11","Incidente","Sin informacion","Rural","7.624444","-75.85","El Rogerito","POINT (-75.85 7.624444)"
"Desminado militar en operaciones","CAQUETA","18","MONTAÑITA","18,410","2,010","7","Incidente","Sin informacion","Rural","1.120556","-75.093611","La Arenosa","POINT (-75.093611 1.120556)"
"Desminado militar en operaciones","CAQUETA","18","SAN VICENTE DEL CAGUÁN","18,753","2,010","8","Incidente","Sin informacion","Rural","2.39","-74.997222","El Porvenir","POINT (-74.997222 2.39)"
"Incautaciones","BOLIVAR","13","ACHÍ","13,006","1,994","9","Incidente","Sin informacion","Rural","8.573333","-74.560996","Sin información","POINT (-74.560996 8.573333)"
"Accidente por MAP","ARAUCA","81","TAME","81,794","2,007","1","Accidente","Sin informacion","Rural","6.448056","-71.310556","Vereda Santo Domingo","POINT (-71.310556 6.448056)"
"Desminado militar en operaciones","CAQUETA","18","SAN VICENTE DEL CAGUÁN","18,753","2,010","8","Incidente","Sin informacion","Rural","2.111389","-74.767778","Ponal","POINT (-74.767778 2.111389)"
"Desminado militar en operaciones","CAQUETA","18","SAN VICENTE DEL CAGUÁN","18,753","2,010","10","Incidente","Sin informacion","Rural","2.12794539002","-74.7847134047","La Vereda Chipa Alta","POINT (-74.7847134047 2.12794539002)"
"Desminado militar en operaciones","CAQUETA","18","SAN VICENTE DEL CAGUÁN","18,753","2,010","12","Incidente","Sin informacion","Rural","2.504167","-74.749167","La Vereda Puerto Amor","POINT (-74.749167 2.504167)"
"Desminado militar en operaciones","CAQUETA","18","SAN VICENTE DEL CAGUÁN","18,753","2,010","9","Incidente","Sin informacion","Rural","1.365833","-74.280278","En Ciudad Yari","POINT (-74.280278 1.365833)"
"Desminado militar en operaciones","CAQUETA","18","FLORENCIA","18,001","2,010","11","Incidente","Sin informacion","Rural","1.580556","-75.534722","La Montañita","POINT (-75.534722 1.580556)"
"Desminado militar en operaciones","PUTUMAYO","86","PUERTO CAICEDO","86,569","2,010","7","Incidente","Sin informacion","Rural","0.657778","-76.508056","La Vereda Cedral","POINT (-76.508056 0.657778)"
"Desminado militar en operaciones","ANTIOQUIA","5","ITUANGO","5,361","2,010","11","Incidente","Sin informacion","Rural","7.283611","-75.487778","Sta Isabel","POINT (-75.487778 7.283611)"
"Desminado militar en operaciones","CAQUETA","18","CARTAGENA DEL CHAIRÁ","18,150","2,010","6","Incidente","Sin informacion","Rural","1.050278","-74.923889","Sunciya","POINT (-74.923889 1.050278)"
"Desminado militar en operaciones","META","50","MESETAS","50,330","2,010","7","Incidente","Sin informacion","Rural","3.147222","-74.184167","La Vereda Montañitas","POINT (-74.184167 3.147222)"
"Desminado militar en operaciones","META","50","MESETAS","50,330","2,010","8","Incidente","Sin informacion","Rural","2.765556","-74.036944","Ventanas","POINT (-74.036944 2.765556)"
"Desminado militar en operaciones","PUTUMAYO","86","PUERTO ASÍS","86,568","2,010","11","Incidente","Sin informacion","Rural","0.321944","-76.527222","La Vereda Buenos Aires","POINT (-76.527222 0.321944)"
"Desminado militar en operaciones","META","50","VISTAHERMOSA","50,711","2,010","7","Incidente","Sin informacion","Rural","2.718611","-73.835278","La Cordillera","POINT (-73.835278 2.718611)"
"Desminado militar en operaciones","META","50","VISTAHERMOSA","50,711","2,010","6","Incidente","Sin informacion","Rural","2.885556","-73.548611","La Vereda La Cooperativa","POINT (-73.548611 2.885556)"
"Desminado militar en operaciones","META","50","URIBE","50,370","2,010","9","Incidente","Sin informacion","Rural","3.116111","-74.465278","El Tigre","POINT (-74.465278 3.116111)"
"Desminado militar en operaciones","PUTUMAYO","86","ORITO","86,320","2,010","11","Incidente","Sin informacion","Rural","0.480556","-77.094444","Lucitania","POINT (-77.094444 0.480556)"
"Desminado militar en operaciones","PUTUMAYO","86","ORITO","86,320","2,010","9","Incidente","Sin informacion","Rural","0.633611","-77.125","Romerillo","POINT (-77.125 0.633611)"
"Desminado militar en operaciones","NORTE DE SANTANDER","54","SARDINATA","54,720","2,008","7","Incidente","Sin informacion","Rural","8.083016","-72.801023","Desminado Militar En Operaciones","POINT (-72.801023 8.083016)"
"Accidente por MAP","ANTIOQUIA","5","ANORÍ","5,040","2,011","12","Accidente","Sin informacion","Rural","7.069166667","-75.15","Sin información","POINT (-75.15 7.069166667)"
"Accidente por MAP","META","50","MESETAS","50,330","2,011","12","Accidente","Sin informacion","Rural","3.4125","-74.1775","Sin información","POINT (-74.1775 3.4125)"
"Desminado militar en operaciones","ANTIOQUIA","5","SAN FRANCISCO","5,652","2,009","6","Incidente","Sin informacion","Rural","5.939444","-75.074722","El Jardin","POINT (-75.074722 5.939444)"
"Desminado militar en operaciones","CUNDINAMARCA","25","CABRERA","25,120","2,008","12","Incidente","Sin informacion","Rural","3.984124","-74.484762","Las Animas Bajas","POINT (-74.484762 3.984124)"
"Desminado militar en operaciones","SANTANDER","68","PIEDECUESTA","68,547","2,011","11","Incidente","Sin informacion","Rural","7.015278","-73.017778","Vereda Las Rosas","POINT (-73.017778 7.015278)"
"Desminado militar en operaciones","NORTE DE SANTANDER","54","TEORAMA","54,800","2,011","11","Incidente","Sin informacion","Rural","8.605","-73.231389","Al Aserrio","POINT (-73.231389 8.605)"
"Desminado militar en operaciones","ANTIOQUIA","5","YARUMAL","5,887","2,011","11","Incidente","Sin informacion","Rural","7.099722","-75.364167","Sector La Esperanza Vereda La Carolina","POINT (-75.364167 7.099722)"
"Desminado militar en operaciones","VAUPES","97","MITÚ","97,001","2,011","11","Incidente","Sin informacion","Rural","1.215833","-70.237222","Sector Cahchibera Caño Sangre","POINT (-70.237222 1.215833)"
"Desminado militar en operaciones","NARIÑO","52","TUMACO","52,835","2,011","12","Incidente","Sin informacion","Rural","1.398889","-78.497222","El Vaquerio","POINT (-78.497222 1.398889)"
"Desminado militar en operaciones","BOLIVAR","13","SAN PABLO","13,670","2,011","12","Incidente","Sin informacion","Rural","7.456944","-73.960833","Vereda La Peña","POINT (-73.960833 7.456944)"
"Desminado militar en operaciones","TOLIMA","73","ROVIRA","73,624","2,011","12","Incidente","Sin informacion","Rural","4.124167","-75.395278","Vereda Cañon Del Chili","POINT (-75.395278 4.124167)"
"Desminado militar en operaciones","ARAUCA","81","FORTUL","81,300","2,011","12","Incidente","Sin informacion","Rural","6.834167","-71.648333","Vereda Villarica","POINT (-71.648333 6.834167)"
"Incautaciones","ANTIOQUIA","5","SAN LUIS","5,660","2,002","11","Incidente","Sin informacion","Rural","6.042723","-74.994899","Sin información","POINT (-74.994899 6.042723)"
"Desminado militar en operaciones","CORDOBA","23","PUERTO LIBERTADOR","23,580","2,011","12","Incidente","Sin informacion","Rural","7.636111","-75.718611","Vereda El Saltillo","POINT (-75.718611 7.636111)"
"Accidente por MAP","NORTE DE SANTANDER","54","TEORAMA","54,800","2,011","3","Accidente","Sin informacion","Rural","8.60527777778","-73.20666666667","Sin información","POINT (-73.20666666666666 8.605277777777777)"
"Accidente por MAP","VALLE DEL CAUCA","76","PRADERA","76,563","2,012","1","Accidente","Sin informacion","Rural","3.41472222222","-76.17527777778","Sin información","POINT (-76.17527777777778 3.414722222222222)"
"Accidente por MAP","ANTIOQUIA","5","ITUANGO","5,361","2,012","1","Accidente","Sin informacion","Rural","7.31472222222","-75.76611111111","Sin información","POINT (-75.76611111111112 7.314722222222223)"
